X,Y,RECORD,LOCATION___GEOID,TOTAL_COLLISIONS,CYCLIST_COLLISIONS,PEDESTRIAN_COLLISIONS,XCOORD,YCOORD,LONGITUDE,LATITUDE,ObjectId
-75.87986282,45.30647376,702,CLARKSON CRT N @ PICKFORD DR N (0003428),1,0,0,353429.6146,5018689.454,-75.87986282,45.30647376,102
-75.70700313,45.36509341,703,CLAYMOR AVE @ MEADOWLANDS DR (0003184),4,0,1,366920.7054,5025322.525,-75.70700313,45.36509341,103
-75.70446135,45.36270244,704,CLAYMOR AVE @ NORMANDY CRES (0003358),1,0,0,367122.4449,5025058.786,-75.70446135,45.36270244,104
-75.72099708,45.27306066,705,CLEARBROOK DR @ CHAPMAN MILLS DR (0010970),2,0,0,365923.3441,5015084.518,-75.72099708,45.27306066,105
-75.73747142,45.27199359,706,CLEARBROOK DR/MARKETPLACE AVE @ LONGFIELDS DR (0011162),1,0,0,364631.8301,5014953.584,-75.73747142,45.27199359,106
-75.74958901,45.40175396,707,CLEARVIEW AVE @ ISLAND PARK DR (0006144),3,0,0,363546.6893,5029364.565,-75.74958901,45.40175396,107
-75.68029495,45.40467281,708,CLEGG ST @ COLONEL BY DR (0008785),1,0,0,368968.1362,5029741.861,-75.68029495,45.40467281,108
-75.67639394,45.40626186,709,CLEGG ST @ MAIN ST (0007200),1,0,0,369271.7073,5029921.569,-75.67639394,45.40626186,109
-75.67558384,45.40662491,710,CLEGG ST @ MARLOWE CRES (0007764),1,0,0,369334.7079,5029962.563,-75.67558384,45.40662491,110
-75.67327971,45.3780284,711,CLEMENTINE BLVD @ HERON RD (0006858),1,0,0,369547.7208,5026786.536,-75.67327971,45.3780284,111
-75.70010404,45.40171501,712,CLEMOW AVE @ BRONSON AVE (0007248),2,0,0,367420.7102,5029397.558,-75.70010404,45.40171501,112
-75.46792169,45.45891792,713,CLERMONT CRES E @ AQUAVIEW DR (0013358),1,0,0,385515.7488,5035961.382,-75.46792169,45.45891792,113
-75.55140295,45.43694911,714,CLEROUX CRES W @ INNES RD (0004132),1,0,0,379015.7449,5033439.565,-75.55140295,45.43694911,114
-75.74937857,45.3973882,715,CLIFTON RD @ SCOTT ST (0005607),1,1,0,363567.6895,5028879.558,-75.74937857,45.3973882,115
-75.67653823,45.37785405,716,CLOVER ST @ HERON RD (0006837),5,0,0,369292.7157,5026764.544,-75.67653823,45.37785405,116
-75.74855726,45.37647877,717,CLYDE AVE @ DOBBIE ST (0003081),1,1,0,363653.6865,5026556.534,-75.74855726,45.37647877,117
-75.74934422,45.37778879,718,CLYDE AVE @ DOHENY ST (0003079),1,0,0,363590.694,5026701.538,-75.74934422,45.37778879,118
-75.74799596,45.37547613,719,CLYDE AVE @ LAPERRIERE AVE (0003331),1,0,0,363698.6893,5026445.523,-75.74799596,45.37547613,119
-75.73849638,45.35932358,720,CLYDE AVE @ STARWOOD RD (0001670),1,0,0,364459.6957,5024657.52,-75.73849638,45.35932358,120
-75.93066665,45.26330997,721,COACH AVE/LANIGAN CRES @ HOBIN ST (0009780),1,0,0,349479.5771,5013863.428,-75.93066665,45.26330997,121
-75.77571005,45.26525138,722,COBBLE HILL DR @ KENNEVALE DR (0011113),1,0,0,361638.1649,5014176.69,-75.77571005,45.26525138,122
-75.77558052,45.34800147,723,COBDEN RD @ KAY ST (0002942),1,0,0,361565.674,5023372.516,-75.77558052,45.34800147,123
-75.67677796,45.43082187,724,COBOURG ST @ DALY AVE (0008410),1,0,0,369213.7134,5032650.582,-75.67677796,45.43082187,124
-75.68071903,45.43490858,725,COBOURG ST @ DESJARDINS AVE (0008605),1,0,0,368900.7144,5033101.586,-75.68071903,45.43490858,125
-75.67957047,45.43391049,726,COBOURG ST @ HENEY ST (0008435),2,0,0,368991.7098,5032991.585,-75.67957047,45.43391049,126
-75.67784636,45.4320623,727,COBOURG ST @ RIDEAU ST (0008860),1,1,0,369128.7062,5032787.575,-75.67784636,45.4320623,127
-75.68195743,45.43611135,728,COBOURG ST @ ST. PATRICK ST (0011483),7,1,0,368802.4619,5033234.261,-75.68195743,45.43611135,128
-75.73846511,45.38163119,729,COLDREY AVE @ KIRKWOOD AVE (0006736),6,0,1,364438.6955,5027136.54,-75.73846511,45.38163119,129
-75.74012354,45.37887966,730,COLDREY AVE @ LAPERRIERE AVE (0006731),1,0,0,364311.7044,5026829.54,-75.74012354,45.37887966,130
-75.6858543,45.39598111,731,COLONEL BY DR @ ECHO DR S (0011370),1,0,0,368542.7126,5028771.548,-75.6858543,45.39598111,131
-75.68275331,45.41174268,732,COLONEL BY DR @ HAWTHORNE AVE/PRETORIA BRIDGE (0002122),15,0,1,368767.7102,5030525.567,-75.68275331,45.41174268,132
-75.69822787,45.36999052,733,COLONEL BY DR @ HOG'S BACK RD (0002635),11,0,0,367602.7094,5025873.538,-75.69822787,45.36999052,133
-75.68152757,45.41523442,734,COLONEL BY DR @ MAIN ST (0002626),3,0,0,368859.7037,5030914.574,-75.68152757,45.41523442,134
-75.68311333,45.42044696,735,COLONEL BY DR @ OTTAWA UNIV. PED. XING (0008861),1,0,0,368729.7075,5031492.576,-75.68311333,45.42044696,135
-75.69185066,45.39375609,736,COLONEL BY DR @ SENECA ST (0006907),2,0,0,368075.7175,5028519.553,-75.69185066,45.39375609,136
-75.69234901,45.42422009,737,COLONEL BY DR/MACKENZIE AVE @ DALY AVE (0008541),3,1,0,368002.7116,5031904.58,-75.69234901,45.42422009,137
-75.69336624,45.42548711,738,COLONEL BY DR/SUSSEX DR @ RIDEAU ST (0007647),11,0,1,367921.6967,5032044.584,-75.69336624,45.42548711,138
-75.83751925,45.19521647,739,COLONEL MURRAY ST @ PERTH ST (0000125),2,0,0,356851.6194,5006352.353,-75.83751925,45.19521647,139
-75.42237413,45.42166218,740,COLONIAL RD @ HENN DR (0013059),1,0,0,389133.3708,5031867.937,-75.42237413,45.42166218,140
-75.39302317,45.42853144,741,COLONIAL RD @ ROCKDALE RD (0004608),1,0,0,391419.8214,5032662.503,-75.39302317,45.42853144,141
-75.42671295,45.4210063,742,COLONIAL RD/SMITH RD @ TRIM RD (0004204),1,0,0,388794.7938,5031790.509,-75.42671295,45.4210063,142
-75.72721745,45.34023339,743,COLONNADE RD @ MERIVALE RD (0004569),10,1,0,365363.695,5022544.496,-75.72721745,45.34023339,143
-75.70121315,45.34655171,744,COLONNADE RD @ PRINCE OF WALES DR (0005249),7,0,0,367394.7116,5023266.516,-75.70121315,45.34655171,144
-75.69210852,45.22754067,745,COLONY HEIGHTS RD @ BANKFIELD RD (0000585),2,0,0,368240.7004,5010048.39,-75.69210852,45.22754067,145
-75.67928502,45.41656797,746,CONCORD ST @ GREENFIELD AVE (0011368),2,0,0,369033.7103,5031064.559,-75.67928502,45.41656797,146
-75.6769849,45.41394194,747,CONCORD ST @ HAWTHORNE AVE (0007375),2,0,0,369216.7157,5030774.571,-75.6769849,45.41394194,147
-75.67659845,45.41328228,748,CONCORD ST @ LEES AVE (0007265),1,0,0,369247.7129,5030701.574,-75.67659845,45.41328228,148
-75.77974039,45.35608157,749,CONNAUGHT AVE @ ROMAN AVE (0002967),1,0,0,361231.6748,5024267.513,-75.77974039,45.35608157,149
-75.77155833,45.33225491,750,CONOVER ST @ CRAIG HENRY DR (0000703),1,0,0,361896.679,5021625.488,-75.77155833,45.33225491,150
-75.61964733,45.36519135,751,CONROY RD @ HUNT CLUB RD (0002257),19,0,0,373763.74,5025404.523,-75.61964733,45.36519135,151
-75.62420532,45.37336061,752,CONROY RD @ JOHNSTON RD (0011908),6,0,0,373396.8071,5026308.46,-75.62420532,45.37336061,152
-75.62207744,45.36947236,753,CONROY RD @ LORRY GREENBERG DR (0011446),5,1,0,373568.186,5025878.183,-75.62207744,45.36947236,153
-75.61311686,45.35421628,754,CONROY RD @ ROSEBELLA AVE (0009358),2,0,0,374288.7473,5024190.505,-75.61311686,45.35421628,154
-75.62826005,45.38104805,755,CONROY RD @ ST. LAURENT BLVD (0011390),8,0,3,373069.9675,5027159.302,-75.62826005,45.38104805,155
-75.62659243,45.37776084,756,CONROY RD @ THURSTON DR (0011389),2,0,0,373204.5305,5026795.417,-75.62659243,45.37776084,156
-75.63034062,45.38380156,757,CONROY RD @ WALKLEY RD (0002648),8,0,0,372903.7226,5027463.531,-75.63034062,45.38380156,157
-76.09152659,45.47451029,758,CONSTANCE BAY RD @ DUNROBIN RD (0002322),3,0,0,336736.6951,5037257.145,-76.09152659,45.47451029,158
-75.98684613,45.39494951,759,CONSTANCE LAKE RD/MURPHY SIDE RD @ DUNROBIN RD (0008227),1,0,0,344977.6033,5028462.558,-75.98684613,45.39494951,159
-75.7665237,45.34995759,760,CONSTELLATION CRES @ BASELINE RD (0011415),5,0,0,362273.388,5023596.318,-75.7665237,45.34995759,160
-75.51395549,45.26111146,761,COOPER HILL RD @ JOHN QUINN RD (0005813),1,0,0,382184.7889,5013934.445,-75.51395549,45.26111146,161
-75.69698885,45.41602803,762,COOPER ST @ BANK ST (0006951),1,0,0,367648.7103,5030990.572,-75.69698885,45.41602803,162
-75.69093538,45.41851407,763,COOPER ST @ ELGIN ST (0006934),4,0,2,368119.714,5031271.589,-75.69093538,45.41851407,163
-75.69912252,45.41513407,764,COOPER ST @ KENT ST (0011445),2,0,0,367482.7046,5030889.562,-75.69912252,45.41513407,164
-75.70119166,45.4142757,765,COOPER ST @ LYON ST (0010861),1,0,0,367321.7057,5030792.563,-75.70119166,45.4142757,165
-75.87044846,45.27844406,766,COPE DR @ TEMPLEFORD AVE (0013768),2,0,0,354192.19,5015580.34,-75.87044846,45.27844406,166
-75.87295605,45.27634284,767,COPE DR @ TERRY FOX (0009143),4,0,0,353997.2701,5015345.308,-75.87295605,45.27634284,167
-75.68386655,45.42492465,768,COPERNICUS ST @ LAURIER AVE (0007659),1,0,0,368665.7115,5031989.578,-75.68386655,45.42492465,168
-75.74901261,45.35654053,769,CORDOVA ST @ GRANTON AVE (0001094),1,0,0,363638.691,5024340.51,-75.74901261,45.35654053,169
-75.88949505,45.32626915,770,CORKSTOWN RD @ MARCH RD (0003153),2,0,0,352657.6131,5020883.486,-75.88949505,45.32626915,170
-75.79068996,45.33985334,771,CORNELL ST @ BASELINE RD (0002752),1,0,0,360389.6699,5022456.498,-75.79068996,45.33985334,171
-75.59331804,45.25124036,772,CORNFIELD CRES E @ GREELY WEST DR E (0005341),1,0,0,375968.7485,5012764.432,-75.59331804,45.25124036,172
-75.63591572,45.40843729,773,CORONATION AVE @ RUSSELL RD (0008408),3,0,0,372437.7338,5030196.555,-75.63591572,45.40843729,173
-75.64516342,45.43564685,774,COTE ST @ MORIN ST (0008615),1,0,0,371681.7176,5033212.586,-75.64516342,45.43564685,174
-76.31987357,45.42523296,775,COUNTY RD 29 @ MADAWASKA BLVD (0011704),2,0,0,318895.5442,5031715.602,-76.31987357,45.42523296,175
-75.52925127,45.46905888,776,COUSINEAU ST @ ST. JOSEPH BLVD (0012412),1,0,0,380705.7416,5037028.585,-75.52925127,45.46905888,176
-75.6402331,45.42409982,777,COVENTRY RD @ 230 W OF ST. LAURENT BLVD/ST. LA (0008535),3,0,0,372081.18,5031933.49,-75.6402331,45.42409982,177
-75.65072109,45.42130849,778,COVENTRY RD @ LOLA ST (0007175),4,0,0,371263.7176,5031614.572,-75.65072109,45.42130849,178
-75.65822564,45.42133822,779,COVENTRY RD @ VANIER PKWY (0002139),15,0,0,370676.3849,5031611.703,-75.65822564,45.42133822,179
-75.92115113,45.24705432,780,COYOTE CRES S @ WEST RIDGE DR (0010591),1,0,0,350239.2885,5012062.324,-75.92115113,45.24705432,180
-75.75700718,45.33375401,781,CRAIG HENRY DR @ IVYLEA ST/WOODVALE GR (0004600),2,1,0,363035.6894,5021802.495,-75.75700718,45.33375401,181
-75.75599118,45.33242455,782,CRAIG HENRY DR @ KNOXDALE RD (0000590),2,0,0,363116.6879,5021655.491,-75.75599118,45.33242455,182
-75.77567155,45.33285705,783,CRAIG HENRY DR @ SHOREHAM AVE (0000705),1,1,0,361573.6749,5021689.494,-75.77567155,45.33285705,183
-75.69192342,45.39761702,784,CRAIG ST @ HOLMWOOD AVE (0007584),1,0,0,368065.7123,5028948.555,-75.69192342,45.39761702,184
-75.70085396,45.39654603,785,CRESCENT HEIGHTS @ QUEEN ELIZABETH DRWY (0008783),1,0,0,367367.7071,5028822.554,-75.70085396,45.39654603,185
-75.71317829,45.27101911,786,CRESTHAVEN DR @ GROVEMONT DR (0010909),1,0,0,366539.0474,5014863.605,-75.71317829,45.27101911,186
